Id,trans_hour,trans_day,trans_month,trans_year,category,upi_number,age,trans_amount,state,zip,fraud_risk
447,10,17,1,2022,11,6900000001,51,14.48,26,59632,0
448,12,17,1,2022,11,6900000002,22,925.94,38,17051,1
449,22,17,1,2022,9,6900000003,48,50.96,41,57732,1
450,22,17,1,2022,8,6900000004,18,94.96,2,72165,0
451,22,17,1,2022,11,6900000005,22,980.06,38,17051,1
452,22,17,1,2022,1,6900000006,41,98.27,34,10604,0
453,22,17,1,2022,6,6900000007,31,187.35,44,84540,1
454,22,17,1,2022,0,6900000008,31,564.34,44,84540,1
455,22,17,1,2022,11,6900000009,48,1020.79,41,57732,1
456,22,17,1,2022,12,6900000010,48,986.65,41,57732,1
457,22,17,1,2022,10,6900000011,23,170.54,22,49628,0
458,23,17,1,2022,7,6900000012,38,156.42,29,68859,0
459,23,17,1,2022,8,6900000013,48,907.81,41,57732,1
460,23,17,1,2022,4,6900000014,69,347.53,12,50535,1
461,0,18,1,2022,11,6900000015,31,978.96,44,84540,1
462,3,18,1,2022,11,6900000016,31,849.79,44,84540,1
463,3,18,1,2022,11,6900000017,31,955.4,44,84540,1
464,4,18,1,2022,2,6900000018,48,17.9,41,57732,1
465,4,18,1,2022,1,6900000019,82,25.76,20,20882,0
466,7,18,1,2022,4,6900000020,21,319.37,40,29438,1
467,11,18,1,2022,2,6900000021,51,44.28,17,40062,0
468,12,18,1,2022,7,6900000022,30,16.35,34,11955,0
469,12,18,1,2022,12,6900000023,29,154.92,38,15324,0
470,14,18,1,2022,10,6900000024,48,48.14,41,57732,1
471,14,18,1,2022,10,6900000025,31,21.54,44,84540,1
472,20,18,1,2022,6,6900000026,55,1.59,10,31561,0
473,22,18,1,2022,0,6900000027,31,528.98,44,84540,1
474,22,18,1,2022,10,6900000028,31,21.23,44,84540,1
475,22,18,1,2022,12,6900000029,48,768.58,41,57732,1
476,22,18,1,2022,1,6900000030,48,106.22,41,57732,1
477,22,18,1,2022,11,6900000031,21,1135.27,40,29438,1
478,23,18,1,2022,10,6900000032,48,51.49,41,57732,1
479,23,18,1,2022,13,6900000033,31,9.33,44,84540,1
480,23,18,1,2022,12,6900000034,21,1334.07,40,29438,1
481,23,18,1,2022,7,6900000035,48,6.06,41,57732,1
482,23,18,1,2022,0,6900000036,31,386.91,44,84540,1
483,23,18,1,2022,7,6900000037,48,7.57,41,57732,1
484,23,18,1,2022,10,6900000038,21,16.75,40,29438,1
485,23,18,1,2022,11,6900000039,21,799.88,40,29438,1
486,0,19,1,2022,2,6900000040,21,10.87,40,29438,1
487,0,19,1,2022,4,6900000041,58,299.07,22,48371,1
488,1,19,1,2022,4,6900000042,21,343.75,40,29438,1
489,1,19,1,2022,4,6900000043,21,311.14,40,29438,1
490,3,19,1,2022,4,6900000044,58,294.63,22,48371,1
491,3,19,1,2022,4,6900000045,79,316.09,45,23666,1
492,7,19,1,2022,2,6900000046,79,15.27,45,23666,1
493,10,19,1,2022,4,6900000047,32,66.7,14,60091,0
494,12,19,1,2022,6,6900000048,47,229.57,34,10962,1
495,16,19,1,2022,13,6900000049,79,9.5,45,23666,1
496,19,19,1,2022,1,6900000050,22,9.98,4,95148,0
497,20,19,1,2022,7,6900000051,38,65.64,49,25526,0
498,22,19,1,2022,11,6900000052,79,1073.35,45,23666,1
499,22,19,1,2022,8,6900000053,63,792.26,28,58651,1
500,22,19,1,2022,11,6900000054,63,878.33,28,58651,1
501,22,19,1,2022,11,6900000055,59,911.04,22,48371,1
502,23,19,1,2022,10,6900000056,47,23.71,34,10962,1
503,23,19,1,2022,4,6900000057,79,311.41,45,23666,1
504,23,19,1,2022,6,6900000058,43,127.12,2,72011,0
505,23,19,1,2022,8,6900000059,21,688.75,40,29438,1
506,23,19,1,2022,11,6900000060,21,944.46,40,29438,1
507,23,19,1,2022,6,6900000061,47,238.27,34,10962,1
508,23,19,1,2022,12,6900000062,59,939.35,22,48371,1
509,23,19,1,2022,1,6900000063,47,92.79,34,10962,1
510,23,19,1,2022,11,6900000064,79,1134.36,45,23666,1
511,0,20,1,2022,2,6900000065,63,17.34,28,58651,1
512,0,20,1,2022,4,6900000066,63,294.85,28,58651,1
513,1,20,1,2022,0,6900000067,47,493.5,34,10962,1
514,2,20,1,2022,4,6900000068,47,348.74,34,10962,1
515,2,20,1,2022,4,6900000069,79,300.05,45,23666,1
516,3,20,1,2022,9,6900000070,47,7.01,34,10962,1
517,3,20,1,2022,11,6900000071,47,1065.87,34,10962,1
518,3,20,1,2022,4,6900000072,59,271.91,22,48371,1
519,6,20,1,2022,4,6900000073,79,275.15,45,23666,1
520,7,20,1,2022,4,6900000074,43,35.41,48,54154,0
521,8,20,1,2022,8,6900000075,33,2.97,45,23937,0
522,9,20,1,2022,2,6900000076,59,9.44,22,48371,1
523,11,20,1,2022,8,6900000077,47,861.36,34,10962,1
524,12,20,1,2022,1,6900000078,40,60.49,9,33510,0
525,14,20,1,2022,7,6900000079,38,56.82,31,7208,0
526,17,20,1,2022,11,6900000080,79,1027.34,45,23666,1
527,18,20,1,2022,7,6900000081,43,1.53,43,78248,0
528,19,20,1,2022,11,6900000082,59,1191.47,22,48371,1
529,20,20,1,2022,5,6900000083,50,43.98,35,44902,0
530,20,20,1,2022,10,6900000084,30,167.2,12,52535,0
531,21,20,1,2022,12,6900000085,59,927.58,22,48371,1
532,21,20,1,2022,11,6900000086,59,997.62,22,48371,1
533,21,20,1,2022,5,6900000087,49,11.2,14,62360,0
534,21,20,1,2022,1,6900000088,41,9.59,20,21208,0
535,22,20,1,2022,6,6900000089,47,261.01,34,10962,1
536,22,20,1,2022,12,6900000090,59,865.06,22,48371,1
537,22,20,1,2022,6,6900000091,47,275.71,34,10962,1
538,23,20,1,2022,11,6900000092,59,904.58,22,48371,1
539,23,20,1,2022,11,6900000093,59,1014.54,22,48371,1
540,23,20,1,2022,12,6900000094,20,372.28,46,5461,0
541,23,20,1,2022,11,6900000095,79,1049.71,45,23666,1
542,23,20,1,2022,11,6900000096,63,994.37,28,58651,1
543,23,20,1,2022,8,6900000097,79,806.77,45,23666,1
544,23,20,1,2022,11,6900000098,63,1043.2,28,58651,1
545,23,20,1,2022,12,6900000099,79,1117.82,45,23666,1
546,2,21,1,2022,2,6900000100,22,9.18,35,45150,1
547,3,21,1,2022,4,6900000101,22,311.58,35,45150,1
548,3,21,1,2022,8,6900000102,22,729.1,35,45150,1
549,5,21,1,2022,0,6900000103,87,8.75,43,75661,0
550,7,21,1,2022,2,6900000104,22,10.34,35,45150,1
551,8,21,1,2022,8,6900000105,35,165.93,45,22046,0
552,12,21,1,2022,10,6900000106,21,24.14,21,4287,0
553,13,21,1,2022,4,6900000107,51,320.59,17,40170,1
554,13,21,1,2022,10,6900000108,48,60.6,43,76665,0
555,14,21,1,2022,0,6900000109,90,17.35,29,68641,0
556,14,21,1,2022,6,6900000110,40,40.5,42,37132,0
557,15,21,1,2022,11,6900000111,51,917.52,17,40170,1
558,16,21,1,2022,9,6900000112,40,3.63,31,7750,0
559,19,21,1,2022,13,6900000113,19,8.5,2,71960,0
560,19,21,1,2022,1,6900000114,43,113.3,5,80120,0
561,22,21,1,2022,12,6900000115,22,1009.62,35,45150,1
562,22,21,1,2022,10,6900000116,51,50.66,17,40170,1
563,22,21,1,2022,12,6900000117,22,797.87,35,45150,1
564,22,21,1,2022,1,6900000118,48,19.89,43,76665,0
565,22,21,1,2022,0,6900000119,44,3.14,22,48034,0
566,22,21,1,2022,11,6900000120,22,1122.38,35,45150,1
567,22,21,1,2022,11,6900000121,22,1002.29,35,45150,1
568,23,21,1,2022,12,6900000122,22,704.6,35,45150,1
569,23,21,1,2022,12,6900000123,22,810.35,35,45150,1
570,23,21,1,2022,12,6900000124,22,867.76,35,45150,1
571,23,21,1,2022,8,6900000125,51,767.97,17,40170,1
572,23,21,1,2022,13,6900000126,22,9.69,35,45150,1
573,23,21,1,2022,11,6900000127,51,1058.68,17,40170,1
574,0,22,1,2022,4,6900000128,22,301.8,35,45150,1
575,0,22,1,2022,9,6900000129,32,6.83,9,33872,1
576,0,22,1,2022,2,6900000130,60,62.28,1,36009,0
577,0,22,1,2022,4,6900000131,78,74.79,41,57717,0
578,1,22,1,2022,1,6900000132,32,109.69,9,33872,1
579,2,22,1,2022,12,6900000133,32,746.76,9,33872,1
580,3,22,1,2022,11,6900000134,32,1155.71,9,33872,1
581,3,22,1,2022,12,6900000135,32,885.64,9,33872,1
582,3,22,1,2022,8,6900000136,56,4.33,27,27807,0
583,3,22,1,2022,12,6900000137,32,771.55,9,33872,1
584,7,22,1,2022,4,6900000138,22,293.52,35,45150,1
585,8,22,1,2022,0,6900000139,92,1.06,19,1612,0
586,8,22,1,2022,2,6900000140,40,61.91,1,35776,0
587,9,22,1,2022,11,6900000141,92,368.34,2,72513,0
588,9,22,1,2022,2,6900000142,51,19.43,17,40170,1
589,10,22,1,2022,12,6900000143,32,913.75,9,33872,1
590,10,22,1,2022,9,6900000144,32,8.63,9,33872,1
591,11,22,1,2022,12,6900000145,32,135.07,45,23303,0
592,12,22,1,2022,9,6900000146,39,147.7,24,63867,0
593,15,22,1,2022,7,6900000147,28,33.33,10,31046,0
594,17,22,1,2022,8,6900000148,21,66.99,12,51006,0
595,18,22,1,2022,5,6900000149,46,25.23,22,49895,0
596,21,22,1,2022,11,6900000150,51,1036.56,17,40170,1
597,22,22,1,2022,11,6900000151,51,990.45,17,40170,1
598,22,22,1,2022,13,6900000152,32,10.68,9,33872,1
599,22,22,1,2022,10,6900000153,46,23.48,14,61454,0
600,22,22,1,2022,4,6900000154,51,330.24,17,40170,1
601,23,22,1,2022,10,6900000155,32,17.52,9,33872,1
602,23,22,1,2022,7,6900000156,32,21.12,9,33872,1
603,23,22,1,2022,7,6900000157,32,16.1,9,33872,1
604,23,22,1,2022,11,6900000158,51,938.82,17,40170,1
605,23,22,1,2022,11,6900000159,22,1182.65,35,45150,1
606,23,22,1,2022,11,6900000160,22,1115.06,35,45150,1
607,23,22,1,2022,11,6900000161,22,5.42,4,95148,0
608,2,23,1,2022,9,6900000162,44,360.99,47,98233,0
609,2,23,1,2022,12,6900000163,32,706.66,9,33872,1
610,3,23,1,2022,2,6900000164,39,53.47,24,63867,0
611,3,23,1,2022,11,6900000165,32,1079.64,9,33872,1
612,9,23,1,2022,4,6900000166,69,80.86,40,29061,0
613,9,23,1,2022,3,6900000167,34,47.17,27,28659,0
614,12,23,1,2022,5,6900000168,21,40.08,48,54487,0
615,15,23,1,2022,13,6900000169,44,496.7,35,45051,0
616,23,23,1,2022,6,6900000170,27,83.97,15,47451,0
617,3,24,1,2022,4,6900000171,18,317.62,48,54980,1
618,4,24,1,2022,4,6900000172,18,316.88,48,54980,1
619,4,24,1,2022,9,6900000173,35,35.11,28,58769,0
620,13,24,1,2022,11,6900000174,47,14.9,34,12037,0
621,16,24,1,2022,6,6900000175,28,11.49,34,12419,0
622,17,24,1,2022,10,6900000176,49,35.74,22,48202,0
623,17,24,1,2022,11,6900000177,18,980.77,48,54980,1
624,17,24,1,2022,12,6900000178,39,70.5,22,49854,0
625,18,24,1,2022,12,6900000179,20,161.25,15,46346,0
626,20,24,1,2022,11,6900000180,44,7.83,47,98233,0
627,22,24,1,2022,5,6900000181,66,39.25,36,73754,0
628,23,24,1,2022,7,6900000182,18,15.68,48,54980,1
629,0,25,1,2022,3,6900000183,32,24.42,2,72583,0
630,0,25,1,2022,2,6900000184,18,10.64,48,54980,1
631,1,25,1,2022,2,6900000185,18,10.02,48,54980,1
632,3,25,1,2022,8,6900000186,38,6.96,31,8014,0
633,5,25,1,2022,11,6900000187,55,127.02,44,84325,0
634,7,25,1,2022,0,6900000188,61,132.16,35,44483,0
635,14,25,1,2022,10,6900000189,82,2.3,34,11419,0
636,14,25,1,2022,10,6900000190,31,24.1,43,79772,0
637,19,25,1,2022,1,6900000191,42,39.69,23,56546,0
638,20,25,1,2022,10,6900000192,28,15.64,34,12419,0
639,20,25,1,2022,6,6900000193,36,79.55,38,17088,0
640,21,25,1,2022,13,6900000194,50,3.14,35,44902,0
641,22,25,1,2022,7,6900000195,18,19.05,48,54980,1
642,22,25,1,2022,12,6900000196,18,1172.01,48,54980,1
643,23,25,1,2022,11,6900000197,18,1075.29,48,54980,1
644,23,25,1,2022,8,6900000198,18,775.1,48,54980,1
645,0,26,1,2022,4,6900000199,50,73.47,15,46143,0
646,1,26,1,2022,8,6900000200,29,8.57,44,84002,0
647,3,26,1,2022,2,6900000201,35,55.42,43,77412,0
648,3,26,1,2022,1,6900000202,64,151.61,34,12992,0
649,7,26,1,2022,11,6900000203,36,85.15,38,17088,0
650,11,26,1,2022,2,6900000204,46,56.19,1,35811,0
651,14,26,1,2022,12,6900000205,28,88.43,43,78584,0
652,17,26,1,2022,7,6900000206,80,8.61,2,72524,0
653,17,26,1,2022,6,6900000207,74,43.61,23,56019,0
654,0,27,1,2022,2,6900000208,19,44.91,43,77566,0
655,0,27,1,2022,2,6900000209,60,61.29,34,13615,0
656,1,27,1,2022,4,6900000210,26,329.83,4,92267,1
657,1,27,1,2022,2,6900000211,47,9.89,14,62935,1
658,2,27,1,2022,4,6900000212,47,369,14,62935,1
659,2,27,1,2022,9,6900000213,47,919.58,14,62935,1
660,2,27,1,2022,4,6900000214,79,310.76,35,43160,1
661,3,27,1,2022,12,6900000215,47,740.2,14,62935,1
662,3,27,1,2022,12,6900000216,62,8.79,47,98304,0
663,4,27,1,2022,4,6900000217,59,127.56,21,4680,0
664,4,27,1,2022,4,6900000218,26,298.01,4,92267,1
665,10,27,1,2022,3,6900000219,20,41.43,46,5461,0
666,10,27,1,2022,3,6900000220,29,53.87,44,84532,0
667,13,27,1,2022,5,6900000221,44,73.17,34,14778,0
668,13,27,1,2022,12,6900000222,47,744.69,14,62935,1
669,13,27,1,2022,8,6900000223,79,761.3,35,43160,1
670,14,27,1,2022,1,6900000224,20,17.66,46,5461,0
671,14,27,1,2022,9,6900000225,17,2.79,25,38677,0
672,17,27,1,2022,6,6900000226,44,9.54,14,62262,0
673,18,27,1,2022,6,6900000227,33,11.21,22,48438,0
674,19,27,1,2022,11,6900000228,79,999.18,35,43160,1
675,20,27,1,2022,4,6900000229,79,317.2,35,43160,1
676,20,27,1,2022,13,6900000230,23,5.72,43,77327,0
677,21,27,1,2022,10,6900000231,45,83.14,27,28073,0
678,22,27,1,2022,5,6900000232,61,54.49,12,52768,0
679,22,27,1,2022,8,6900000233,26,1043.38,4,92267,1
680,22,27,1,2022,11,6900000234,21,4.13,40,29455,0
681,22,27,1,2022,11,6900000235,26,1189.69,4,92267,1
682,22,27,1,2022,0,6900000236,47,609.41,14,62935,1
683,23,27,1,2022,5,6900000237,47,21.26,14,62935,1
684,23,27,1,2022,4,6900000238,26,289.8,4,92267,1
685,23,27,1,2022,12,6900000239,26,795.01,4,92267,1
686,23,27,1,2022,12,6900000240,47,999.45,14,62935,1
687,23,27,1,2022,1,6900000241,47,65.11,13,83646,0
688,23,27,1,2022,6,6900000242,53,9.46,27,28901,0
689,23,27,1,2022,5,6900000243,47,21.47,14,62935,1
690,0,28,1,2022,4,6900000244,26,296.87,4,92267,1
691,1,28,1,2022,4,6900000245,26,294.02,4,92267,1
692,2,28,1,2022,4,6900000246,31,295.07,4,92101,1
693,3,28,1,2022,4,6900000247,26,321.49,4,92267,1
694,3,28,1,2022,4,6900000248,79,314.86,35,43160,1
695,3,28,1,2022,4,6900000249,31,276.99,4,92101,1
696,5,28,1,2022,4,6900000250,45,115.46,6,6782,0
697,5,28,1,2022,4,6900000251,31,306.2,4,92101,1
698,6,28,1,2022,3,6900000252,33,85.9,38,19007,0
699,7,28,1,2022,8,6900000253,65,24.73,34,12910,0
700,8,28,1,2022,4,6900000254,31,290.89,4,92101,1
701,9,28,1,2022,12,6900000255,55,2.75,19,2630,0
702,10,28,1,2022,4,6900000256,57,89.66,20,21087,0
703,12,28,1,2022,6,6900000257,41,67.78,2,72476,0
704,13,28,1,2022,6,6900000258,73,31.05,38,15449,0
705,13,28,1,2022,5,6900000259,19,10.93,25,38761,0
706,14,28,1,2022,12,6900000260,79,1004.83,35,43160,1
707,14,28,1,2022,0,6900000261,42,67.51,38,16034,0
708,14,28,1,2022,6,6900000262,22,4.12,35,45150,0
709,17,28,1,2022,12,6900000263,47,4.53,35,45331,0
710,17,28,1,2022,7,6900000264,27,101.81,14,60432,0
711,20,28,1,2022,6,6900000265,57,5.61,4,90403,0
712,20,28,1,2022,7,6900000266,53,112.53,20,21865,0
713,20,28,1,2022,1,6900000267,20,88.52,34,11217,0
714,21,28,1,2022,8,6900000268,19,4.88,43,77566,0
715,21,28,1,2022,8,6900000269,20,9.97,34,11217,0
716,22,28,1,2022,12,6900000270,48,66.88,43,76665,0
717,22,28,1,2022,5,6900000271,63,105.18,38,16037,0
718,22,28,1,2022,11,6900000272,35,8.72,43,79539,0
719,22,28,1,2022,10,6900000273,79,21.73,35,43160,1
720,22,28,1,2022,11,6900000274,31,1005.31,4,92101,1
721,22,28,1,2022,4,6900000275,26,287.42,4,92267,1
722,23,28,1,2022,11,6900000276,31,1058.01,4,92101,1
723,23,28,1,2022,0,6900000277,41,102.99,1,35049,0
724,23,28,1,2022,8,6900000278,79,658.54,35,43160,1
725,23,28,1,2022,11,6900000279,31,1037,4,92101,1
726,0,29,1,2022,2,6900000280,35,13.2,36,73559,1
727,0,29,1,2022,4,6900000281,54,79.71,42,38079,0
728,0,29,1,2022,9,6900000282,35,726.63,36,73559,1
729,0,29,1,2022,3,6900000283,56,11.33,43,77027,1
730,0,29,1,2022,9,6900000284,35,814.83,36,73559,1
731,1,29,1,2022,8,6900000285,21,775.67,27,28033,1
732,1,29,1,2022,4,6900000286,56,287,43,77027,1
733,1,29,1,2022,4,6900000287,31,285.88,4,92101,1
734,1,29,1,2022,4,6900000288,26,217.52,44,84003,0
735,1,29,1,2022,8,6900000289,31,731.6,4,92101,1
736,2,29,1,2022,2,6900000290,21,10.57,27,28033,1
737,2,29,1,2022,2,6900000291,56,9.02,43,77027,1
738,3,29,1,2022,4,6900000292,31,326.94,4,92101,1
739,4,29,1,2022,2,6900000293,21,8.27,27,28033,1
740,5,29,1,2022,2,6900000294,46,60.62,1,35747,0
741,8,29,1,2022,4,6900000295,75,129.12,43,76566,0
742,11,29,1,2022,4,6900000296,91,136.37,38,18357,0
743,12,29,1,2022,6,6900000297,92,69.79,2,72513,0
744,13,29,1,2022,12,6900000298,56,865.48,43,77027,1
745,13,29,1,2022,7,6900000299,35,56.82,22,48214,0
746,14,29,1,2022,0,6900000300,14,57.46,14,60958,0
747,15,29,1,2022,0,6900000301,46,25.94,1,35811,0
748,17,29,1,2022,4,6900000302,19,71.2,25,38761,0
749,18,29,1,2022,5,6900000303,72,3.48,38,16421,0
750,19,29,1,2022,1,6900000304,46,77.96,1,35811,0
751,20,29,1,2022,1,6900000305,37,26.11,49,26292,0
752,21,29,1,2022,6,6900000306,40,69.66,43,76445,0
753,21,29,1,2022,10,6900000307,38,35.45,49,25526,0
754,22,29,1,2022,10,6900000308,35,18.08,36,73559,1
755,22,29,1,2022,8,6900000309,56,666.7,43,77027,1
756,22,29,1,2022,11,6900000310,56,947.47,43,77027,1
757,22,29,1,2022,11,6900000311,21,1006.51,27,28033,1
758,22,29,1,2022,13,6900000312,31,7.54,9,33040,0
759,23,29,1,2022,7,6900000313,35,16.33,36,73559,1
760,23,29,1,2022,11,6900000314,21,930.92,27,28033,1
761,23,29,1,2022,12,6900000315,31,715.29,4,92101,1
762,23,29,1,2022,0,6900000316,35,495.2,36,73559,1
763,23,29,1,2022,8,6900000317,56,808.25,43,77027,1
764,23,29,1,2022,13,6900000318,35,9.42,36,73559,1
765,0,30,1,2022,2,6900000319,21,12.34,27,28033,1
766,0,30,1,2022,12,6900000320,29,986.53,24,64019,1
767,1,30,1,2022,11,6900000321,29,1041.76,24,64019,1
768,1,30,1,2022,4,6900000322,21,270.28,27,28033,1
769,1,30,1,2022,4,6900000323,32,325.7,7,20036,1
770,2,30,1,2022,12,6900000324,32,649.14,7,20036,1
771,2,30,1,2022,8,7086000000,29,857.67,24,64019,1
772,14,30,1,2022,6,7086000001,32,282.39,7,20036,1
773,15,30,1,2022,5,7086000002,38,8.75,31,7208,0
774,16,30,1,2022,12,7086000003,46,881.11,38,15920,1
775,19,30,1,2022,7,7086000004,46,22.95,38,15920,1
776,20,30,1,2022,7,7086000005,24,149.05,18,70726,0
777,22,30,1,2022,13,7086000006,21,8.84,27,28033,1
778,22,30,1,2022,6,7086000007,29,241.08,24,64019,1
779,22,30,1,2022,7,7086000008,29,19.77,24,64019,1
780,22,30,1,2022,1,7086000009,32,138.51,7,20036,1
781,22,30,1,2022,10,7086000010,35,19.69,36,73559,1
782,23,30,1,2022,0,7086000011,29,540.67,24,64019,1
783,23,30,1,2022,7,7086000012,32,18.47,7,20036,1
784,23,30,1,2022,1,7086000013,43,28.65,22,48850,0
785,23,30,1,2022,11,7086000014,35,1024.66,9,32044,1
786,23,30,1,2022,12,7086000015,35,801.76,9,32044,1
787,23,30,1,2022,9,7086000016,35,7.32,9,32044,1
788,0,31,1,2022,12,7086000017,32,972.51,7,20036,1
789,0,31,1,2022,1,7086000018,54,49.33,22,48154,0
790,0,31,1,2022,12,7086000019,29,868.34,24,64019,1
791,0,31,1,2022,11,7086000020,46,921.24,38,15920,1
792,1,31,1,2022,12,7086000021,46,1090.67,38,15920,1
793,1,31,1,2022,11,7086000022,46,1043.59,38,15920,1
794,2,31,1,2022,8,7086000023,32,769.13,7,20036,1
795,2,31,1,2022,4,7086000024,48,291.92,4,95688,1
796,2,31,1,2022,2,7086000025,46,12.41,38,15920,1
797,2,31,1,2022,4,7086000026,29,290.2,24,64019,1
798,3,31,1,2022,2,7086000027,35,11.68,9,32044,1
799,3,31,1,2022,9,7086000028,46,741.98,38,15920,1
800,12,31,1,2022,7,7086000029,46,21.93,38,15920,1
801,16,31,1,2022,9,7086000030,61,8.94,35,44483,1
802,17,31,1,2022,6,7086000031,34,87.75,43,76008,0
803,17,31,1,2022,8,7086000032,48,820.25,4,95688,1
804,17,31,1,2022,6,7086000033,37,6.93,49,26292,0
805,18,31,1,2022,10,7086000034,49,30.34,12,52576,0
806,19,31,1,2022,0,7086000035,32,50.55,9,32960,0
807,20,31,1,2022,10,7086000036,15,55.21,10,31771,0
808,22,31,1,2022,11,7086000037,48,1084.55,4,95688,1
809,22,31,1,2022,10,7086000038,35,21.49,9,32044,1
810,22,31,1,2022,1,7086000039,32,101.13,7,20036,1
811,22,31,1,2022,7,7086000040,46,22.35,38,15920,1
812,22,31,1,2022,8,7086000041,35,906.8,9,32044,1
813,22,31,1,2022,0,7086000042,29,424.38,24,64019,1
814,23,31,1,2022,12,7086000043,61,1008.53,35,44483,1
815,23,31,1,2022,0,7086000044,29,474.24,24,64019,1
816,23,31,1,2022,6,7086000045,32,281.8,7,20036,1
817,23,31,1,2022,8,7086000046,61,772.48,35,44483,1
818,23,31,1,2022,4,7086000047,35,301.44,9,32044,1
819,23,31,1,2022,7,7086000048,29,20.21,24,64019,1
820,23,31,1,2022,6,7086000049,32,271.41,7,20036,1
821,23,31,1,2022,9,7086000050,48,8.57,4,95688,1
822,23,31,1,2022,7,7086000051,35,19.34,9,32044,1
823,23,31,1,2022,8,7086000052,61,1024.58,35,44483,1
824,23,31,1,2022,12,7086000053,46,1129.56,38,15920,1
825,23,31,1,2022,1,7086000054,46,116.45,38,15920,1
826,1,2,1,2022,2,7086000055,48,9.17,4,95688,1
827,1,2,1,2022,12,7086000056,41,891.41,23,56117,1
828,1,2,1,2022,9,7086000057,41,840.58,23,56117,1
829,1,2,1,2022,12,7086000058,41,791.99,23,56117,1
830,1,2,1,2022,4,7086000059,61,303.8,35,44483,1
831,1,2,1,2022,4,7086000060,28,280.48,38,15480,1
832,2,2,1,2022,4,7086000061,61,280.66,35,44483,1
833,2,2,1,2022,3,7086000062,61,13.13,35,44483,1
834,2,2,1,2022,2,7086000063,41,11.1,23,56117,1
835,3,2,1,2022,4,7086000064,48,259.96,4,95688,1
836,9,2,1,2022,2,7086000065,30,32.14,35,45307,0
837,14,2,1,2022,0,7086000066,44,64.95,47,98233,0
838,16,2,1,2022,6,7086000067,20,43.97,46,5461,0
839,18,2,1,2022,5,7086000068,41,19.69,23,56117,1
840,19,2,1,2022,7,7086000069,41,21.23,23,56117,1
841,21,2,1,2022,0,7086000070,33,15.45,22,48438,0
842,22,2,1,2022,7,7086000071,41,22.48,23,56117,1
843,22,2,1,2022,10,7086000072,41,21.61,23,56117,1
844,22,2,1,2022,4,7086000073,28,294.65,38,15480,1
845,22,2,1,2022,11,7086000074,61,1062.15,35,44483,1
846,23,2,1,2022,12,7086000075,61,965.64,35,44483,1
847,23,2,1,2022,8,7086000076,61,938.73,35,44483,1
848,23,2,1,2022,10,7086000077,41,19.54,23,56117,1
849,23,2,1,2022,10,7086000078,48,19.83,4,95688,1
850,0,2,2,2022,9,7086000079,55,131.27,34,13484,0
851,0,2,2,2022,9,7086000080,29,834.58,28,58569,1
852,1,2,2,2022,8,7086000081,41,716.13,23,56117,1
853,1,2,2,2022,8,7086000082,29,831.58,28,58569,1
854,2,2,2,2022,4,7086000083,75,327.71,18,70447,1
855,2,2,2,2022,2,7086000084,75,14.1,18,70447,1
856,2,2,2,2022,4,7086000085,37,184.64,47,99323,0
857,2,2,2,2022,11,7086000086,41,1097.35,23,56117,1
858,2,2,2,2022,4,7086000087,75,310.94,18,70447,1
859,3,2,2,2022,2,7086000088,28,6.5,38,15480,1
860,3,2,2,2022,12,7086000089,29,1025.62,28,58569,1
861,7,2,2,2022,11,7086000090,56,136.13,34,10970,0
862,12,2,2,2022,6,7086000091,54,148.5,22,49879,0
863,12,2,2,2022,12,7086000092,35,1.02,43,75662,0
864,14,2,2,2022,11,7086000093,28,1000.9,38,15480,1
865,14,2,2,2022,11,7086000094,75,924.76,18,70447,1
866,18,2,2,2022,6,7086000095,54,41.64,12,50421,0
867,19,2,2,2022,11,7086000096,28,997.56,38,15480,1
868,20,2,2,2022,10,7086000097,42,21.66,20,20895,0
869,20,2,2,2022,1,7086000098,45,18.12,27,28073,0
870,21,2,2,2022,10,7086000099,28,21.58,38,15480,1
871,22,2,2,2022,5,7086000100,67,38.52,18,70732,0
872,22,2,2,2022,13,7086000101,75,9.4,18,70447,1
873,22,2,2,2022,11,7086000102,28,917.19,38,15480,1
874,22,2,2,2022,11,7086000103,28,1097.76,38,15480,1
875,23,2,2,2022,11,7086000104,28,955.85,38,15480,1
876,23,2,2,2022,11,7086000105,75,981.32,18,70447,1
877,23,2,2,2022,12,7086000106,29,831.73,28,58569,1
878,23,2,2,2022,5,7086000107,41,19.8,23,56117,1
879,23,2,2,2022,4,7086000108,28,295.4,38,15480,1
880,23,2,2,2022,5,7086000109,29,20.13,28,58569,1
881,0,2,3,2022,11,7086000110,29,1103.76,28,58569,1
882,0,2,3,2022,4,7086000111,48,301.32,43,78040,1
883,1,2,3,2022,4,7086000112,48,290.99,43,78040,1
884,1,2,3,2022,12,7086000113,29,922.1,28,58569,1
885,2,2,3,2022,11,7086000114,29,969.63,28,58569,1
886,2,2,3,2022,12,7086000115,29,1034.8,28,58569,1
887,2,2,3,2022,4,7086000116,38,293.95,43,79063,1
888,2,2,3,2022,12,7086000117,63,3.69,15,47110,0
889,3,2,3,2022,12,7086000118,29,905.96,28,58569,1
890,7,2,3,2022,11,7086000119,51,2.51,29,68403,0
891,8,2,3,2022,2,7086000120,26,77.07,35,45801,0
892,9,2,3,2022,4,7086000121,48,315.56,43,78040,1
893,9,2,3,2022,4,7086000122,38,307.64,43,79063,1
894,10,2,3,2022,11,7086000123,68,4.71,24,64726,0
